AÑO,PERIODO,ID_ESTUDIANTE,PRO_CONSECUTIVO,PROGRAMA_ESTUDIANTE,ID_PAIS_NACIMIENTO,ID_MUNICIPIO_NACIMIENTO,SEXO,SEMESTRE,ESTRATO,CIUDAD,CIRCUNSCRIPCIÓN,AÑO_INGRESO,PERIODO_INGRESO
2019,2,22,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,No Registra,SINCELEJO,,2014,2
2019,2,23,51831,ADMINISTRACION DE EMPRESAS,170,70708,M,1,01,SAN MARCOS,REGULAR,2019,1
2019,2,24,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,9,01,SINCELEJO,REGULAR,2015,2
2019,2,25,51831,ADMINISTRACION DE EMPRESAS,170,13430,F,3,02,MAGANGUE,REGULAR,2018,1
2019,2,26,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,6,01,SINCELEJO,,2017,2
2019,2,27,51831,ADMINISTRACION DE EMPRESAS,170,70400,M,7,01,LA UNION,AFRODESCENDIENTE,2016,1
2019,2,28,51831,ADMINISTRACION DE EMPRESAS,170,47707,F,1,01,SANTA ANA,REGULAR,2019,2
2019,2,29,51831,ADMINISTRACION DE EMPRESAS,170,23182,M,2,01,CHINU,REGULAR,2018,2
2019,2,30,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,3,02,SINCELEJO,REGULAR,2018,1
2019,2,31,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,3,02,SINCELEJO,REGULAR,2018,1
2019,2,32,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,7,02,SINCELEJO,REGULAR,2016,1
2019,2,33,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,9,03,SINCELEJO,,2015,1
2019,2,34,51831,ADMINISTRACION DE EMPRESAS,170,70742,M,4,01,SINCE,REGULAR,2017,2
2019,2,35,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,8,01,COROZAL,,2015,1
2019,2,36,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,9,,COROZAL,,2014,2
2019,2,37,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,2,01,COROZAL,REGULAR,2018,2
2019,2,38,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,6,02,SINCELEJO,REGULAR,2016,2
2019,2,39,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,1,01,SINCELEJO,AFRODESCENDIENTE,2018,1
2019,2,40,51831,ADMINISTRACION DE EMPRESAS,170,13001,F,5,02,CARTAGENA,REGULAR,2017,1
2019,2,41,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,7,No Registra,SINCELEJO,,2017,2
2019,2,42,51831,ADMINISTRACION DE EMPRESAS,170,20238,M,4,01,EL COPEY,REGULAR,2016,2
2019,2,43,51831,ADMINISTRACION DE EMPRESAS,170,70717,F,1,01,SAN PEDRO,REGULAR,2019,1
2019,2,44,51831,ADMINISTRACION DE EMPRESAS,170,20001,M,5,02,VALLEDUPAR,REGULAR,2017,1
2019,2,45,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,1,02,SINCELEJO,REGULAR,2018,2
2019,2,46,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,4,01,SINCELEJO,REGULAR,2017,2
2019,2,47,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,7,01,SINCELEJO,,2014,2
2019,2,48,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,6,No Registra,SINCELEJO,,2013,2
2019,2,49,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,5,01,SINCELEJO,INDIGENA,2017,1
2019,2,50,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,6,02,SINCELEJO,AFRODESCENDIENTE,2016,2
2019,2,51,51831,ADMINISTRACION DE EMPRESAS,170,70670,M,1,01,SAMPUES,REGULAR,2019,2
2019,2,52,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,3,No Registra,SINCELEJO,,2012,2
2019,2,53,51831,ADMINISTRACION DE EMPRESAS,170,70717,F,4,01,SAN PEDRO,REGULAR,2017,2
2019,2,54,51831,ADMINISTRACION DE EMPRESAS,170,13430,M,1,01,MAGANGUE,REGULAR,2019,2
2019,2,55,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,2,01,SINCELEJO,REGULAR,2018,2
2019,2,56,51831,ADMINISTRACION DE EMPRESAS,170,70678,M,1,01,SAN BENITO ABAD,AFRODESCENDIENTE,2019,2
2019,2,57,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,5,02,SINCELEJO,,2016,2
2019,2,58,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,02,SINCELEJO,REGULAR,2019,2
2019,2,59,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,3,02,SINCELEJO,REGULAR,2017,2
2019,2,60,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,4,01,SINCELEJO,REGULAR,2017,2
2019,2,61,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,6,01,COROZAL,REGULAR,2015,2
2019,2,62,51831,ADMINISTRACION DE EMPRESAS,170,13244,M,9,01,EL CARMEN DE BOLIVAR,REGULAR,2015,2
2019,2,63,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,2,02,SINCELEJO,INDIGENA,2018,2
2019,2,64,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,7,01,SINCELEJO,INDIGENA,2016,1
2019,2,65,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,2,01,COROZAL,REGULAR,2018,2
2019,2,66,51831,ADMINISTRACION DE EMPRESAS,170,70820,F,1,01,SANTIAGO DE TOLU,REGULAR,2019,2
2019,2,67,51831,ADMINISTRACION DE EMPRESAS,170,23466,M,1,02,MONTELIBANO,REGULAR,2019,2
2019,2,68,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,4,01,SINCELEJO,REGULAR,2017,2
2019,2,69,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,5,01,SINCELEJO,REGULAR,2015,2
2019,2,70,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,4,01,SINCELEJO,AFRODESCENDIENTE,2017,2
2019,2,71,51831,ADMINISTRACION DE EMPRESAS,170,76001,M,4,No Registra,CALI,,2010,2
2019,2,72,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,3,01,SINCELEJO,AFRODESCENDIENTE,2018,1
2019,2,73,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,3,02,SINCELEJO,REGULAR,2018,1
2019,2,74,51831,ADMINISTRACION DE EMPRESAS,170,70820,M,7,02,SANTIAGO DE TOLU,AFRODESCENDIENTE,2016,1
2019,2,75,51831,ADMINISTRACION DE EMPRESAS,170,70670,F,2,02,SAMPUES,REGULAR,2018,2
2019,2,76,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,1,01,SINCELEJO,REGULAR,2019,1
2019,2,77,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,7,02,SINCELEJO,REGULAR,2016,1
2019,2,78,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,5,01,SINCELEJO,REGULAR,2017,1
2019,2,79,51831,ADMINISTRACION DE EMPRESAS,170,23189,M,4,01,CIENAGA DE ORO,REGULAR,2017,2
2019,2,80,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,2,01,SINCELEJO,REGULAR,2018,2
2019,2,81,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,6,01,SINCELEJO,REGULAR,2016,2
2019,2,82,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,1,01,SINCELEJO,AFRODESCENDIENTE,2019,1
2019,2,83,51831,ADMINISTRACION DE EMPRESAS,170,8638,M,7,01,SABANALARGA,REGULAR,2015,1
2019,2,84,51831,ADMINISTRACION DE EMPRESAS,170,70400,M,1,No Registra,LA UNION,,2014,1
2019,2,85,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,6,01,SINCELEJO,REGULAR,2016,1
2019,2,86,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,8,01,SINCELEJO,REGULAR,2015,2
2019,2,87,51831,ADMINISTRACION DE EMPRESAS,170,70429,F,4,01,MAJAGUAL,REGULAR,2017,2
2019,2,88,51831,ADMINISTRACION DE EMPRESAS,170,20001,M,1,01,VALLEDUPAR,REGULAR,2019,1
2019,2,89,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,2,01,SINCELEJO,REGULAR,2018,2
2019,2,90,51831,ADMINISTRACION DE EMPRESAS,170,76001,M,3,01,CALI,REGULAR,2017,1
2019,2,91,51831,ADMINISTRACION DE EMPRESAS,170,70708,M,6,01,SAN MARCOS,REGULAR,2016,2
2019,2,92,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,INDIGENA,2019,1
2019,2,93,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,7,02,SINCELEJO,REGULAR,2016,1
2019,2,94,51831,ADMINISTRACION DE EMPRESAS,170,70418,M,3,01,LOS PALMITOS,REGULAR,2018,1
2019,2,95,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,3,01,SINCELEJO,AFRODESCENDIENTE,2015,2
2019,2,96,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,2,02,SINCELEJO,REGULAR,2018,1
2019,2,97,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,4,02,COROZAL,REGULAR,2017,2
2019,2,98,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,2,02,SINCELEJO,REGULAR,2018,2
2019,2,99,51831,ADMINISTRACION DE EMPRESAS,170,47001,M,5,02,SANTA MARTA,REGULAR,2016,2
2019,2,100,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,8,No Registra,SINCELEJO,,2013,1
2019,2,101,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,8,No Registra,SINCELEJO,REGULAR,2015,1
2019,2,102,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,5,01,SINCELEJO,REGULAR,2016,2
2019,2,103,51831,ADMINISTRACION DE EMPRESAS,170,70670,M,9,No Registra,SAMPUES,,2012,2
2019,2,104,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,2,02,SINCELEJO,REGULAR,2018,1
2019,2,105,51831,ADMINISTRACION DE EMPRESAS,170,70742,M,5,01,SINCE,REGULAR,2015,2
2019,2,106,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,2,01,SINCELEJO,REGULAR,2018,2
2019,2,107,51831,ADMINISTRACION DE EMPRESAS,170,23182,M,1,01,CHINU,REGULAR,2019,2
2019,2,108,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,4,01,SINCELEJO,REGULAR,2017,2
2019,2,109,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,9,No Registra,SINCELEJO,,2011,1
2019,2,110,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,7,,SINCELEJO,AFRODESCENDIENTE,2016,1
2019,2,111,51831,ADMINISTRACION DE EMPRESAS,170,70820,M,3,02,SANTIAGO DE TOLU,REGULAR,2018,1
2019,2,112,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,1,01,COROZAL,REGULAR,2019,2
2019,2,113,51831,ADMINISTRACION DE EMPRESAS,170,70713,M,5,03,SAN ONOFRE,REGULAR,2017,1
2019,2,114,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,INDIGENA,2019,2
2019,2,115,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,9,02,SINCELEJO,,2012,1
2019,2,116,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,7,01,SINCELEJO,REGULAR,2016,1
2019,2,117,51831,ADMINISTRACION DE EMPRESAS,170,5697,M,2,02,EL SANTUARIO,REGULAR,2018,2
2019,2,118,51831,ADMINISTRACION DE EMPRESAS,170,11001,M,3,01,BOGOTA,REGULAR,2018,1
2019,2,119,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,02,SINCELEJO,REGULAR,2019,1
2019,2,120,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,5,No Registra,SINCELEJO,,2010,1
2019,2,121,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,4,01,SINCELEJO,REGULAR,2017,2
2019,2,122,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,3,02,SINCELEJO,REGULAR,2017,1
2019,2,123,51831,ADMINISTRACION DE EMPRESAS,170,70429,M,5,01,MAJAGUAL,MEJOR BACHILLER,2017,1
2019,2,124,51831,ADMINISTRACION DE EMPRESAS,170,70508,M,1,01,OVEJAS,REGULAR,2019,2
2019,2,125,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,8,02,SINCELEJO,REGULAR,2015,2
2019,2,126,51831,ADMINISTRACION DE EMPRESAS,170,70670,F,4,01,SAMPUES,INDIGENA,2017,2
2019,2,127,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,2,01,COROZAL,AFRODESCENDIENTE,2018,2
2019,2,128,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,6,02,COROZAL,INDIGENA,2016,2
2019,2,129,51831,ADMINISTRACION DE EMPRESAS,170,88001,F,1,01,SAN ANDRES,ISLA DE SAN ANDRÉS Y PROVIDENCIA,2019,2
2019,2,130,51831,ADMINISTRACION DE EMPRESAS,170,70823,M,3,01,TOLU VIEJO,REGULAR,2018,1
2019,2,131,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,4,01,COROZAL,REGULAR,2017,2
2019,2,132,51831,ADMINISTRACION DE EMPRESAS,170,70820,F,3,01,SANTIAGO DE TOLU,REGULAR,2018,1
2019,2,133,51831,ADMINISTRACION DE EMPRESAS,170,23660,M,9,01,SAHAGUN,,2016,2
2019,2,134,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,2,01,SINCELEJO,REGULAR,2018,2
2019,2,135,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,REGULAR,2019,2
2019,2,136,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,1,01,COROZAL,REGULAR,2019,1
2019,2,137,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,6,,SINCELEJO,,2012,2
2019,2,138,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,1,02,SINCELEJO,REGULAR,2019,2
2019,2,139,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,8,No Registra,COROZAL,,2013,2
2019,2,140,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,5,02,SINCELEJO,,2016,2
2019,2,141,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,6,03,SINCELEJO,REGULAR,2015,2
2019,2,142,51831,ADMINISTRACION DE EMPRESAS,170,70708,F,4,01,SAN MARCOS,REGULAR,2017,2
2019,2,143,51831,ADMINISTRACION DE EMPRESAS,170,23001,M,1,02,MONTERIA,REGULAR,2019,2
2019,2,144,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,7,01,SINCELEJO,,2016,1
2019,2,145,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,7,01,SINCELEJO,REGULAR,2016,1
2019,2,146,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,7,01,SINCELEJO,REGULAR,2016,1
2019,2,147,51831,ADMINISTRACION DE EMPRESAS,170,70124,F,1,01,CAIMITO,REGULAR,2019,2
2019,2,148,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,9,No Registra,SINCELEJO,,2013,2
2019,2,149,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,7,01,SINCELEJO,REGULAR,2015,2
2019,2,150,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,6,01,SINCELEJO,REGULAR,2016,2
2019,2,151,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,3,03,SINCELEJO,REGULAR,2018,1
2019,2,152,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,REGULAR,2019,2
2019,2,153,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,1,01,SINCELEJO,REGULAR,2019,2
2019,2,154,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,4,01,SINCELEJO,REGULAR,2017,2
2019,2,155,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,4,02,SINCELEJO,REGULAR,2017,2
2019,2,156,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,5,01,SINCELEJO,AFRODESCENDIENTE,2017,1
2019,2,157,51831,ADMINISTRACION DE EMPRESAS,170,70771,M,5,01,SUCRE,REGULAR,2017,1
2019,2,158,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,1,01,SINCELEJO,REGULAR,2019,1
2019,2,159,51831,ADMINISTRACION DE EMPRESAS,170,70235,M,7,01,GALERAS,REGULAR,2016,1
2019,2,160,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,REGULAR,2019,1
2019,2,161,51831,ADMINISTRACION DE EMPRESAS,170,70235,F,2,01,GALERAS,REGULAR,2018,2
2019,2,162,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,7,02,COROZAL,REGULAR,2016,1
2019,2,163,51831,ADMINISTRACION DE EMPRESAS,170,70235,F,5,01,GALERAS,REGULAR,2017,1
2019,2,164,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,5,01,COROZAL,,2016,2
2019,2,165,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,REGULAR,2019,1
2019,2,166,51831,ADMINISTRACION DE EMPRESAS,170,13430,M,9,01,MAGANGUE,REGULAR,2016,2
2019,2,167,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,REGULAR,2019,2
2019,2,168,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,7,01,COROZAL,REGULAR,2016,1
2019,2,169,51831,ADMINISTRACION DE EMPRESAS,170,8758,F,1,01,SOLEDAD,REGULAR,2019,2
2019,2,170,51831,ADMINISTRACION DE EMPRESAS,170,70823,F,5,01,TOLU VIEJO,REGULAR,2017,1
2019,2,171,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,6,No Registra,COROZAL,,2012,1
2019,2,172,51831,ADMINISTRACION DE EMPRESAS,170,70400,M,8,01,LA UNION,REGULAR,2015,2
2019,2,173,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,4,02,SINCELEJO,REGULAR,2017,2
2019,2,174,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,2,01,COROZAL,REGULAR,2018,2
2019,2,175,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,3,02,SINCELEJO,REGULAR,2018,1
2019,2,176,51831,ADMINISTRACION DE EMPRESAS,170,70235,F,9,No Registra,GALERAS,REGULAR,2015,2
2019,2,177,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,8,02,COROZAL,REGULAR,2015,2
2019,2,178,51831,ADMINISTRACION DE EMPRESAS,170,5001,F,9,02,MEDELLIN,REGULAR,2015,2
2019,2,179,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,2,01,COROZAL,INDIGENA,2018,2
2019,2,180,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,5,No Registra,SINCELEJO,,2017,2
2019,2,181,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,3,01,COROZAL,REGULAR,2018,1
2019,2,182,51831,ADMINISTRACION DE EMPRESAS,170,23182,M,2,02,CHINU,REGULAR,2018,2
2019,2,183,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,6,01,COROZAL,INDIGENA,2016,2
2019,2,184,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,2,01,SINCELEJO,AFRODESCENDIENTE,2018,2
2019,2,185,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,REGULAR,2019,1
2019,2,186,51831,ADMINISTRACION DE EMPRESAS,170,8001,M,7,01,BARRANQUILLA,,2015,1
2019,2,187,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,4,02,SINCELEJO,REGULAR,2017,2
2019,2,188,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,7,01,COROZAL,REGULAR,2016,1
2019,2,189,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,2,02,SINCELEJO,REGULAR,2018,2
2019,2,190,51831,ADMINISTRACION DE EMPRESAS,170,70820,F,6,01,SANTIAGO DE TOLU,REGULAR,2016,2
2019,2,191,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,6,02,SINCELEJO,REGULAR,2016,2
2019,2,192,51831,ADMINISTRACION DE EMPRESAS,170,23660,F,1,02,SAHAGUN,REGULAR,2019,1
2019,2,193,51831,ADMINISTRACION DE EMPRESAS,170,70400,F,2,01,LA UNION,REGULAR,2018,2
2019,2,194,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,02,SINCELEJO,REGULAR,2019,2
2019,2,195,51831,ADMINISTRACION DE EMPRESAS,170,20001,M,7,03,VALLEDUPAR,REGULAR,2016,1
2019,2,196,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,REGULAR,2019,2
2019,2,197,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,5,01,SINCELEJO,REGULAR,2015,2
2019,2,198,51831,ADMINISTRACION DE EMPRESAS,170,13430,M,4,01,MAGANGUE,REGULAR,2017,2
2019,2,199,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,02,SINCELEJO,REGULAR,2019,2
2019,2,200,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,6,01,SINCELEJO,REGULAR,2016,2
2019,2,201,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,5,02,SINCELEJO,REGULAR,2017,1
2019,2,202,51831,ADMINISTRACION DE EMPRESAS,170,70708,F,6,01,SAN MARCOS,AFRODESCENDIENTE,2016,2
2019,2,203,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,6,01,SINCELEJO,REGULAR,2016,2
2019,2,204,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,REGULAR,2019,1
2019,2,205,51831,ADMINISTRACION DE EMPRESAS,170,70215,M,4,01,COROZAL,REGULAR,2017,2
2019,2,206,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,5,01,COROZAL,REGULAR,2017,1
2019,2,207,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,5,01,SINCELEJO,REGULAR,2017,1
2019,2,208,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,5,No Registra,SINCELEJO,,2008,1
2019,2,209,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,5,02,SINCELEJO,,2013,1
2019,2,210,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,7,01,SINCELEJO,,2015,1
2019,2,211,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,9,02,COROZAL,,2016,2
2019,2,212,51831,ADMINISTRACION DE EMPRESAS,170,44430,F,4,01,MAICAO,REGULAR,2017,2
2019,2,213,51831,ADMINISTRACION DE EMPRESAS,170,70713,M,6,01,SAN ONOFRE,REGULAR,2016,2
2019,2,214,51831,ADMINISTRACION DE EMPRESAS,170,23182,M,4,01,CHINU,REGULAR,2017,2
2019,2,215,51831,ADMINISTRACION DE EMPRESAS,170,23660,F,6,01,SAHAGUN,REGULAR,2016,2
2019,2,216,51831,ADMINISTRACION DE EMPRESAS,170,70204,F,4,01,COLOSO,REGULAR,2017,2
2019,2,217,51831,ADMINISTRACION DE EMPRESAS,170,70418,M,2,01,LOS PALMITOS,REGULAR,2018,2
2019,2,218,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,1,No Registra,COROZAL,REGULAR,2019,1
2019,2,219,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,8,01,SINCELEJO,REGULAR,2015,2
2019,2,220,51831,ADMINISTRACION DE EMPRESAS,170,23660,F,6,No Registra,SAHAGUN,,2016,2
2019,2,221,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,7,02,SINCELEJO,REGULAR,2016,1
2019,2,222,51831,ADMINISTRACION DE EMPRESAS,170,13001,F,2,02,CARTAGENA,REGULAR,2018,2
2019,2,223,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,4,02,SINCELEJO,REGULAR,2017,2
2019,2,224,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,1,01,SINCELEJO,REGULAR,2019,1
2019,2,225,51831,ADMINISTRACION DE EMPRESAS,170,70001,F,1,01,SINCELEJO,REGULAR,2019,1
2019,2,226,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,4,02,SINCELEJO,REGULAR,2017,2
2019,2,227,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,,SINCELEJO,,2013,2
2019,2,228,51831,ADMINISTRACION DE EMPRESAS,170,23182,F,1,02,CHINU,REGULAR,2019,2
2019,2,229,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,REGULAR,2019,1
2019,2,230,51831,ADMINISTRACION DE EMPRESAS,170,70001,M,1,01,SINCELEJO,REGULAR,2019,2
2019,2,231,51831,ADMINISTRACION DE EMPRESAS,170,70215,F,7,01,COROZAL,REGULAR,2016,1
2019,2,232,51831,ADMINISTRACION DE EMPRESAS,170,70708,F,7,01,SAN MARCOS,REGULAR,2016,1
